ABUNDANCE,BIOMAS,valid_name,SAMPLE_DESC,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
1,165,"Bathyraja maccaini",-67.4567_68.8383_1991_2_28_150,-67.456700,68.838300,28,2,1991
2,1400,"Bathyraja maccaini",-67.57_77.5483_1991_2_18_301,-67.570000,77.548300,18,2,1991
1,690,"Bathyraja maccaini",-67.1817_69.2467_1987_2_21_319,-67.181700,69.246700,21,2,1987
1,1,"Bathyraja murrayi",-67.98_71.31_1987_2_20_523,-67.980000,71.310000,20,2,1987
1,1,"Bathyraja murrayi",-68.5467_76.775_1987_3_5_671,-68.546700,76.775000,5,3,1987
1,1,"Bathyraja murrayi",-67.71_77.2733_1987_2_26_362,-67.710000,77.273300,26,2,1987
1,1,"Bathyraja murrayi",-67.3367_77.3033_1987_2_27_343,-67.336700,77.303300,27,2,1987
2,562,"Bathyraja murrayi",-52.555_72.5917_1993_9_16_275,-52.555000,72.591700,16,9,1993
1,1,"Bathyraja murrayi",-68.6067_76.0783_1987_3_5_660,-68.606700,76.078300,5,3,1987
1,1,"Bathyraja murrayi",-66.9783_62.8117_1986_2_6_117,-66.978300,62.811700,6,2,1986
3,852,"Bathyraja murrayi",-52.5717_74.3833_1990_6_20_226,-52.571700,74.383300,20,6,1990
1,1,"Bathyraja murrayi",-68.145_72.9583_1987_3_4_722,-68.145000,72.958300,4,3,1987
1,1,"Bathyraja murrayi",-68.4983_73.8583_1987_3_4_682,-68.498300,73.858300,4,3,1987
1,156,"Bathyraja murrayi",-52.4883_75.1217_1993_9_5_258,-52.488300,75.121700,5,9,1993
39,,"Bathyraja murrayi",-52.9733_73.86_1990_6_19_93,-52.973300,73.860000,19,6,1990
1,320,"Bathyraja murrayi",-52.655_75.4_1993_9_19_454,-52.655000,75.400000,19,9,1993
1,1,"Bathyraja murrayi",-67.475_74.8267_1987_2_28_461,-67.475000,74.826700,28,2,1987
1,1,"Bathyraja murrayi",-68.9583_74.4467_1987_3_5_764,-68.958300,74.446700,5,3,1987
2,,"Bathyraja murrayi",-61.9512128289796_100.082216727423_1982_12_15_90,-61.951213,100.082217,15,12,1982
1,236,"Bathyraja murrayi",-52.4733_75.2567_1993_9_2_292,-52.473300,75.256700,2,9,1993
1,235,"Bathyraja murrayi",-52.4733_74.9883_1992_2_11_216,-52.473300,74.988300,11,2,1992
1,1,"Bathyraja murrayi",-67.0983_70.2733_1986_2_2_256,-67.098300,70.273300,2,2,1986
1,1,"Bathyraja murrayi",-67.7167_71.89_1987_3_3_669,-67.716700,71.890000,3,3,1987
2,1101,"Bathyraja murrayi",-52.5983_74.2717_1993_9_18_209,-52.598300,74.271700,18,9,1993
1,,"Bathyraja murrayi",-66.9867_73.87_1985_1_26_475,-66.986700,73.870000,26,1,1985
9,2943,"Bathyraja murrayi",-53.4833_158.9333_1990_6_18_96,-53.483300,158.933300,18,6,1990
3,938,"Bathyraja murrayi",-52.67_74.0483_1990_6_17_205,-52.670000,74.048300,17,6,1990
1,,"Bathyraja murrayi",-66.96_72.8683_1985_1_26_525,-66.960000,72.868300,26,1,1985
1,1,"Bathyraja murrayi",-67.82_74.0767_1987_3_1_558,-67.820000,74.076700,1,3,1987
1,270,"Bathyraja murrayi",-52.6767_75.1533_1993_9_20_313,-52.676700,75.153300,20,9,1993
1,1,"Bathyraja murrayi",-67.8217_76.1533_1987_3_5_403,-67.821700,76.153300,5,3,1987
1,1,"Bathyraja murrayi",-68_73.1217_1987_3_3_655,-68.000000,73.121700,3,3,1987
1,1,"Bathyraja murrayi",-66.8017_73.4983_1987_2_24_732,-66.801700,73.498300,24,2,1987
1,195,"Bathyraja murrayi",-52.475_72.7067_1990_6_12_288,-52.475000,72.706700,12,6,1990
1,1,"Bathyraja murrayi",-67.1817_69.2467_1987_2_21_319,-67.181700,69.246700,21,2,1987
1,1,"Bathyraja murrayi",-66.7483_72.8383_1986_1_27_531,-66.748300,72.838300,27,1,1986
1,1,"Bathyraja murrayi",-67.1667_71.8283_1987_3_3_549,-67.166700,71.828300,3,3,1987
7,1533,"Bathyraja murrayi",-52.3017_72.8333_1990_6_12_267,-52.301700,72.833300,12,6,1990
1,,"Bathyraja murrayi",-66.9567_72.69_1985_1_26_525,-66.956700,72.690000,26,1,1985
1,280,"Bathyraja murrayi",-52.305_73.2567_1990_6_13_247,-52.305000,73.256700,13,6,1990
5,1622,"Bathyraja murrayi",-52.4567_74.615_1992_2_10_316,-52.456700,74.615000,10,2,1992
1,,"Bathyraja murrayi",-51.8617_74.3483_1990_6_9_305,-51.861700,74.348300,9,6,1990
1,,"Bathyraja murrayi",-66.9283_74.07_1985_1_26_450,-66.928300,74.070000,26,1,1985
3,877,"Bathyraja murrayi",-52.4567_74.6467_1990_6_2_242,-52.456700,74.646700,2,6,1990
1,1,"Bathyraja murrayi",-68.605_71.6367_1987_2_20_513,-68.605000,71.636700,20,2,1987
1,1,"Bathyraja murrayi",-67.3467_72.4083_1987_3_3_568,-67.346700,72.408300,3,3,1987
1,1,"Bathyraja murrayi",-67.415_77.5217_1987_2_27_313,-67.415000,77.521700,27,2,1987
1,294,"Bathyraja murrayi",-52.2333_74.25_1992_2_10_256,-52.233300,74.250000,10,2,1992
1,140,"Bathyraja murrayi",-52.2_75.4133_1992_1_29_427,-52.200000,75.413300,29,1,1992
1,245,"Bathyraja murrayi",-52.5617_75.09_1990_6_21_251,-52.561700,75.090000,21,6,1990
1,270,"Bathyraja murrayi",-52.75_75.2_1992_2_12_430,-52.750000,75.200000,12,2,1992
1,,"Bathyraja murrayi",-51.2733_73.0183_1990_6_8_284,-51.273300,73.018300,8,6,1990
1,1,"Bathyraja murrayi",-68.54_76.51_1986_2_3_650,-68.540000,76.510000,3,2,1986
3,939,"Bathyraja murrayi",-57.8667_73.1333_1992_2_9_450,-57.866700,73.133300,9,2,1992
1,1,"Bathyraja murrayi",-67.1183_66.4517_1986_2_2_120,-67.118300,66.451700,2,2,1986
1,1,"Bathyraja murrayi",-68.025_73.8267_1987_3_1_569,-68.025000,73.826700,1,3,1987
1,,"Bathyraja murrayi",-66.6267_72.51_1987_2_24_785,-66.626700,72.510000,24,2,1987
1,1,"Bathyraja murrayi",-67.5433_77.3483_1987_2_27_312,-67.543300,77.348300,27,2,1987
1,1,"Bathyraja murrayi",-69.01_74.1117_1987_2_18_705,-69.010000,74.111700,18,2,1987
1,1,"Bathyraja murrayi",-67.955_78.0033_1987_2_26_598,-67.955000,78.003300,26,2,1987
1,1,"Bathyraja murrayi",-67.5683_78.6817_1987_2_25_474,-67.568300,78.681700,25,2,1987
1,319,"Bathyraja murrayi",-52.5667_75.0667_1992_2_11_228,-52.566700,75.066700,11,2,1992
1,1,"Bathyraja murrayi",-66.8917_76.2617_1987_2_27_768,-66.891700,76.261700,27,2,1987
2,526,"Bathyraja murrayi",-52.7167_74.9833_1992_2_11_477,-52.716700,74.983300,11,2,1992
2,1530,"Bathyraja murrayi",-52.35_73.1667_1992_2_9_259,-52.350000,73.166700,9,2,1992
1,1,"Bathyraja murrayi",-67.3183_74.3067_1987_2_28_465,-67.318300,74.306700,28,2,1987
1,1,"Bathyraja murrayi",-68.81_72.7817_1987_2_20_780,-68.810000,72.781700,20,2,1987
1,,"Bathyraja murrayi",-66.8083_72.605_1985_1_27_530,-66.808300,72.605000,27,1,1985
1,130,"Bathyraja murrayi",-51.9617_71.24_1990_5_30_370,-51.961700,71.240000,30,5,1990
1,1,"Bathyraja murrayi",-67.3117_78.47_1987_2_25_230,-67.311700,78.470000,25,2,1987
2,388,"Bathyraja murrayi",-52.255_74.2983_1990_6_15_254,-52.255000,74.298300,15,6,1990
1,1,"Bathyraja murrayi",-67.1383_72.8767_1987_2_23_549,-67.138300,72.876700,23,2,1987
3,846,"Bathyraja murrayi",-52.6233_75.1133_1992_1_26_248,-52.623300,75.113300,26,1,1992
1,315,"Bathyraja murrayi",-51.5283_75.43_1992_1_31_510,-51.528300,75.430000,31,1,1992
1,1,"Bathyraja murrayi",-66.97_74.9383_1987_2_28_384,-66.970000,74.938300,28,2,1987
1,810,"Bathyraja murrayi",-51.36_75.805_1992_1_30_248,-51.360000,75.805000,30,1,1992
1,311,"Bathyraja murrayi",-52.0667_74.2_1992_2_10_280,-52.066700,74.200000,10,2,1992
1,,"Bathyraja murrayi",-66.9983_73.62_1985_1_26_480,-66.998300,73.620000,26,1,1985
1,1,"Bathyraja murrayi",-66.985_74.3383_1987_2_28_431,-66.985000,74.338300,28,2,1987
1,287,"Bathyraja murrayi",-52.495_74.8767_1990_6_2_235,-52.495000,74.876700,2,6,1990
1,1,"Bathyraja murrayi",-66.9017_70.6583_1987_2_22_446,-66.901700,70.658300,22,2,1987
1,1,"Bathyraja murrayi",-66.9983_75.2217_1987_2_28_375,-66.998300,75.221700,28,2,1987
1,1,"Bathyraja murrayi",-67.85_75.2883_1987_3_5_470,-67.850000,75.288300,5,3,1987
2,551,"Bathyraja murrayi",-52.6867_73.98_1992_1_25_200,-52.686700,73.980000,25,1,1992
1,1,"Bathyraja murrayi",-67.1917_78.2317_1987_2_25_450,-67.191700,78.231700,25,2,1987
1,1,"Bathyraja murrayi",-67.2283_70.2383_1987_2_21_182,-67.228300,70.238300,21,2,1987
1,222,"Bathyraja murrayi",-52.85_74.1_1992_1_26_170,-52.850000,74.100000,26,1,1992
1,1,"Bathyraja murrayi",-66.9783_76.2917_1987_2_27_334,-66.978300,76.291700,27,2,1987
1,310,"Bathyraja murrayi",-52.9883_73.71_1992_1_23_108,-52.988300,73.710000,23,1,1992
1,1,"Bathyraja murrayi",-67.0217_70.1267_1987_2_21_351,-67.021700,70.126700,21,2,1987
1,1,"Bathyraja murrayi",-67.8733_77.44_1987_2_26_390,-67.873300,77.440000,26,2,1987
1,350,"Bathyraja murrayi",-52.8717_73.825_1992_1_23_120,-52.871700,73.825000,23,1,1992
1,263,"Bathyraja murrayi",-53.2117_73.655_1992_1_24_120,-53.211700,73.655000,24,1,1992
1,1,"Bathyraja murrayi",-67.41_74.56_1986_1_26_460,-67.410000,74.560000,26,1,1986
1,1,"Bathyraja murrayi",-66.8967_75.9233_1987_2_27_465,-66.896700,75.923300,27,2,1987
1,1,"Bathyraja murrayi",-68.495_72.895_1986_1_23_649,-68.495000,72.895000,23,1,1986
1,1,"Bathyraja murrayi",-67.8717_74.3983_1987_3_1_525,-67.871700,74.398300,1,3,1987
1,108,"Artedidraco orianae",-66.985_74.3367_1987_2_28_430,-66.985000,74.336700,28,2,1987
1,121,"Artedidraco orianae",-66.97_74.9383_1987_2_28_384,-66.970000,74.938300,28,2,1987
1,99,"Artedidraco shackletoni",-68.5183_77.49_1991_2_3_415,-68.518300,77.490000,3,2,1991
3,286,"Artedidraco shackletoni",-67.4567_68.8383_1991_2_28_150,-67.456700,68.838300,28,2,1991
1,124,"Artedidraco shackletoni",-67.3033_71.415_1987_2_22_567,-67.303300,71.415000,22,2,1987
1,97,"Artedidraco shackletoni",-67.1817_69.2467_1987_2_21_319,-67.181700,69.246700,21,2,1987
1,110,"Artedidraco shackletoni",-67.0983_70.2733_1986_2_2_256,-67.098300,70.273300,2,2,1986
1,20,"Artedidraco skottsbergi",-66.01_77.9867_1985_1_20_236,-66.010000,77.986700,20,1,1985
1,73,"Artedidraco skottsbergi",-67.1183_66.4517_1986_2_2_120,-67.118300,66.451700,2,2,1986
7,491,"Artedidraco skottsbergi",-66.9783_62.8117_1986_2_6_117,-66.978300,62.811700,6,2,1986
1,14,"Artedidraco skottsbergi",-66.9983_67.98_1985_1_12_244,-66.998300,67.980000,12,1,1985
1,14,"Artedidraco skottsbergi",-67.0067_69.0567_1985_1_11_70,-67.006700,69.056700,11,1,1985
4,58,"Artedidraco skottsbergi",-66.9967_69.0467_1985_1_11_30,-66.996700,69.046700,11,1,1985
2,155,"Artedidraco skottsbergi",-67.0983_70.2733_1986_2_2_256,-67.098300,70.273300,2,2,1986
2,150,Artedidraco,-67.8717_74.3983_1987_3_1_525,-67.871700,74.398300,1,3,1987
1,113,Artedidraco,-66.7267_71.9083_1991_2_24_676,-66.726700,71.908300,24,2,1991
1,70,Artedidraco,-68.5833_77.9667_1982_2_13_,-68.583300,77.966700,13,2,1982
1,16,Artedidraco,-66.0133_67.9767_1985_1_11_875,-66.013300,67.976700,11,1,1985
1,73,Artedidraco,-68.605_71.6367_1987_2_20_502,-68.605000,71.636700,20,2,1987
1,84,"Dolloidraco longedorsalis",-66.7267_71.9083_1991_2_24_676,-66.726700,71.908300,24,2,1991
2,176,"Dolloidraco longedorsalis",-68.6067_76.0783_1987_3_5_660,-68.606700,76.078300,5,3,1987
1,91,"Dolloidraco longedorsalis",-67.1667_71.8283_1987_3_3_549,-67.166700,71.828300,3,3,1987
1,82,"Dolloidraco longedorsalis",-68.81_72.7817_1987_2_20_760,-68.810000,72.781700,20,2,1987
13,1095,"Dolloidraco longedorsalis",-68.025_73.8267_1987_3_1_569,-68.025000,73.826700,1,3,1987
2,165,"Dolloidraco longedorsalis",-68.5283_73.2167_1991_2_20_743,-68.528300,73.216700,20,2,1991
2,165,"Dolloidraco longedorsalis",-68.465_75.445_1991_2_19_622,-68.465000,75.445000,19,2,1991
2,175,"Dolloidraco longedorsalis",-68.0633_73.155_1991_2_21_683,-68.063300,73.155000,21,2,1991
1,85,"Dolloidraco longedorsalis",-68.4983_73.8583_1987_3_5_682,-68.498300,73.858300,5,3,1987
5,387,"Dolloidraco longedorsalis",-67.82_74.0767_1987_3_1_558,-67.820000,74.076700,1,3,1987
10,816,"Dolloidraco longedorsalis",-67.8717_74.3983_1987_3_1_525,-67.871700,74.398300,1,3,1987
5,399,"Dolloidraco longedorsalis",-68.145_72.9583_1987_3_4_716,-68.145000,72.958300,4,3,1987
1,69,"Dolloidraco longedorsalis",-67.98_71.31_1987_2_20_515,-67.980000,71.310000,20,2,1987
1,90,"Dolloidraco longedorsalis",-67.955_78.0033_1987_2_26_592,-67.955000,78.003300,26,2,1987
1,89,"Dolloidraco longedorsalis",-68.455_76.4617_1987_2_17_620,-68.455000,76.461700,17,2,1987
3,241,"Dolloidraco longedorsalis",-68.495_72.895_1986_1_23_649,-68.495000,72.895000,23,1,1986
2,162,"Dolloidraco longedorsalis",-67.3467_72.4083_1987_3_3_568,-67.346700,72.408300,3,3,1987
1,91,"Dolloidraco longedorsalis",-67.3183_74.3067_1987_2_28_465,-67.318300,74.306700,28,2,1987
1,220,"Histiodraco velifer",-52.83_74.1233_1993_9_18_189,-52.830000,74.123300,18,9,1993
2,274,"Histiodraco velifer",-67.3367_77.3033_1987_2_27_343,-67.336700,77.303300,27,2,1987
3,408,"Histiodraco velifer",-52.8633_74.1233_1993_9_18_173,-52.863300,74.123300,18,9,1993
1,151,"Histiodraco velifer",-67.0183_78.1917_1991_2_17_266,-67.018300,78.191700,17,2,1991
1,107,"Histiodraco velifer",-67.8217_76.1533_1987_3_5_403,-67.821700,76.153300,5,3,1987
1,153,"Histiodraco velifer",-67.4567_68.8383_1991_2_28_150,-67.456700,68.838300,28,2,1991
1,140,"Histiodraco velifer",-67.3433_77.2383_1991_2_17_341,-67.343300,77.238300,17,2,1991
2,272,"Histiodraco velifer",-67.475_74.8267_1987_2_28_461,-67.475000,74.826700,28,2,1987
2,198,"Histiodraco velifer",-67.8717_74.3983_1987_3_1_525,-67.871700,74.398300,1,3,1987
1,160,"Pogonophryne barsukovi",-66.985_74.3383_1987_2_28_430,-66.985000,74.338300,28,2,1987
1,189,"Pogonophryne barsukovi",-66.8017_73.4983_1987_2_24_732,-66.801700,73.498300,24,2,1987
2,347,"Pogonophryne marmorata",-66.97_74.9383_1987_2_28_383,-66.970000,74.938300,28,2,1987
1,101,"Pogonophryne marmorata",-68.345_77.03_1987_2_17_606,-68.345000,77.030000,17,2,1987
1,177,"Pogonophryne permitini",-67.475_74.8267_1987_2_28_461,-67.475000,74.826700,28,2,1987
1,190,Pogonophryne,-66.775_72.6033_1991_2_24_532,-66.775000,72.603300,24,2,1991
2,277,Pogonophryne,-67.71_77.2733_1987_2_26_362,-67.710000,77.273300,26,2,1987
1,187,Pogonophryne,-67.3433_77.2383_1991_2_17_341,-67.343300,77.238300,17,2,1991
1,140,Pogonophryne,-67.9017_76.6183_1987_2_16_431,-67.901700,76.618300,16,2,1987
3,572,Pogonophryne,-67.3183_74.3067_1987_2_28_465,-67.318300,74.306700,28,2,1987
2,328,Pogonophryne,-67.8733_77.44_1987_2_26_390,-67.873300,77.440000,26,2,1987
1,215,Pogonophryne,-67.0217_70.1267_1987_2_21_351,-67.021700,70.126700,21,2,1987
2,436,Pogonophryne,-66.8967_75.9233_1987_2_27_465,-66.896700,75.923300,27,2,1987
3,667,Pogonophryne,-66.97_74.9383_1987_2_28_383,-66.970000,74.938300,28,2,1987
1,215,Pogonophryne,-67.41_74.56_1986_1_26_460,-67.410000,74.560000,26,1,1986
1,214,Pogonophryne,-67.98_71.31_1987_2_20_515,-67.980000,71.310000,20,2,1987
1,192,Pogonophryne,-67.475_74.8267_1987_2_28_461,-67.475000,74.826700,28,2,1987
1,226,Pogonophryne,-66.9983_75.2217_1987_2_28_375,-66.998300,75.221700,28,2,1987
1,175,"Pogonophryne ventrimaculata",-67.41_74.56_1986_1_26_460,-67.410000,74.560000,26,1,1986
1,59,"Akarotaxis nudiceps",-68.4083_74.955_1991_1_27_595,-68.408300,74.955000,27,1,1991
9,536,"Akarotaxis nudiceps",-68.005_73.5417_1991_1_26_627,-68.005000,73.541700,26,1,1991
2,118,"Akarotaxis nudiceps",-68.0117_72.115_1991_1_20_712,-68.011700,72.115000,20,1,1991
10,1086,"Akarotaxis nudiceps",-68.025_73.8267_1987_3_1_569,-68.025000,73.826700,1,3,1987
1,112,"Akarotaxis nudiceps",-67.955_78.0033_1987_2_26_598,-67.955000,78.003300,26,2,1987
2,219,"Akarotaxis nudiceps",-67.82_74.0767_1987_3_1_558,-67.820000,74.076700,1,3,1987
2,151,"Akarotaxis nudiceps",-68.555_73.555_1991_1_26_750,-68.555000,73.555000,26,1,1991
5,512,"Akarotaxis nudiceps",-68.465_75.445_1991_2_19_622,-68.465000,75.445000,19,2,1991
1,56,"Akarotaxis nudiceps",-69.1667_72.1167_1991_1_20_712,-69.166700,72.116700,20,1,1991
5,478,"Akarotaxis nudiceps",-68.9717_74.3967_1991_2_19_787,-68.971700,74.396700,19,2,1991
2,225,"Akarotaxis nudiceps",-68.4983_73.8583_1987_3_4_682,-68.498300,73.858300,4,3,1987
3,285,"Akarotaxis nudiceps",-68.5283_73.2167_1991_2_20_743,-68.528300,73.216700,20,2,1991
2,158,"Akarotaxis nudiceps",-68.96_74.2833_1991_1_27_660,-68.960000,74.283300,27,1,1991
1,114,"Akarotaxis nudiceps",-68.54_76.51_1986_2_3_650,-68.540000,76.510000,3,2,1986
1,110,"Akarotaxis nudiceps",-68.6067_76.0783_1987_3_5_660,-68.606700,76.078300,5,3,1987
2,216,"Akarotaxis nudiceps",-68.81_72.7817_1987_2_20_760,-68.810000,72.781700,20,2,1987
3,298,"Akarotaxis nudiceps",-68.385_73.8067_1991_2_20_662,-68.385000,73.806700,20,2,1991
3,298,"Akarotaxis nudiceps",-67.8717_74.3983_1987_3_1_525,-67.871700,74.398300,1,3,1987
3,325,"Akarotaxis nudiceps",-68.145_72.9583_1987_3_4_722,-68.145000,72.958300,4,3,1987
1,47,"Bathydraco antarcticus",-59.32_76.9883_1985_1_18_285,-59.320000,76.988300,18,1,1985
1,46,"Bathydraco antarcticus",-59.9983_82.9983_1985_1_23_341,-59.998300,82.998300,23,1,1985
1,44,"Bathydraco antarcticus",-58.5883_77.3417_1985_1_18_280,-58.588300,77.341700,18,1,1985
1,33,"Bathydraco antarcticus",-62.315_79.9283_1985_1_22_235,-62.315000,79.928300,22,1,1985
2,51,"Bathydraco antarcticus",-58.9317_77.7617_1985_1_19_308,-58.931700,77.761700,19,1,1985
2,36,"Bathydraco antarcticus",-59.3533_79.8567_1985_1_21_751,-59.353300,79.856700,21,1,1985
1,30,"Bathydraco antarcticus",-53.3383_73.31_1985_1_15_360,-53.338300,73.310000,15,1,1985
9,1739,"Bathydraco marri",-66.8017_73.4983_1987_2_24_732,-66.801700,73.498300,24,2,1987
1,211,"Bathydraco marri",-66.8917_76.2617_1987_2_27_702,-66.891700,76.261700,27,2,1987
